row_key,WEEK,REGION,COUNTRY,ADMIN1,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS,FATALITIES,POPULATION_EXPOSURE,DISORDER_TYPE,ID,CENTROID_LATITUDE,CENTROID_LONGITUDE
Iran#2026-04-18#1345.0,2026-04-18,Middle East,Iran,Kurdistan,Protests,Peaceful protest,3,0,37376.0,Demonstrations,1345.0,35.6014,47.0057
Iran#2026-04-25#1345.0,2026-04-25,Middle East,Iran,Kurdistan,Protests,Peaceful protest,6,0,37376.0,Demonstrations,1345.0,35.6014,47.0057
Iran#2026-05-02#1345.0,2026-05-02,Middle East,Iran,Kurdistan,Protests,Peaceful protest,4,0,,Demonstrations,1345.0,35.6014,47.0057
Iran#2026-04-18#1345.0,2026-04-18,Middle East,Iran,Kurdistan,Strategic developments,Arrests,1,0,,Strategic developments,1345.0,35.6014,47.0057
Iran#2026-05-02#1345.0,2026-05-02,Middle East,Iran,Kurdistan,Strategic developments,Other,1,1,,Strategic developments,1345.0,35.6014,47.0057
Iran#2026-04-18#1346.0,2026-04-18,Middle East,Iran,Lorestan,Protests,Peaceful protest,5,0,41516.0,Demonstrations,1346.0,33.5164,48.3219
Iran#2026-04-25#1346.0,2026-04-25,Middle East,Iran,Lorestan,Protests,Peaceful protest,8,0,55739.0,Demonstrations,1346.0,33.5164,48.3219
Iran#2026-05-02#1346.0,2026-05-02,Middle East,Iran,Lorestan,Protests,Peaceful protest,7,0,,Demonstrations,1346.0,33.5164,48.3219
Iran#2026-04-18#1346.0,2026-04-18,Middle East,Iran,Lorestan,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,1346.0,33.5164,48.3219
Iran#2026-04-18#1347.0,2026-04-18,Middle East,Iran,Markazi,Protests,Peaceful protest,7,0,15240.0,Demonstrations,1347.0,34.4772,49.5818
Iran#2026-04-25#1347.0,2026-04-25,Middle East,Iran,Markazi,Protests,Peaceful protest,8,0,15136.0,Demonstrations,1347.0,34.4772,49.5818
Iran#2026-05-02#1347.0,2026-05-02,Middle East,Iran,Markazi,Protests,Peaceful protest,9,0,,Demonstrations,1347.0,34.4772,49.5818
Iran#2026-04-18#1348.0,2026-04-18,Middle East,Iran,Mazandaran,Protests,Peaceful protest,13,0,55102.0,Demonstrations,1348.0,36.3633,52.3677
Iran#2026-04-25#1348.0,2026-04-25,Middle East,Iran,Mazandaran,Protests,Peaceful protest,13,0,52480.0,Demonstrations,1348.0,36.3633,52.3677
Iran#2026-05-02#1348.0,2026-05-02,Middle East,Iran,Mazandaran,Protests,Peaceful protest,17,0,15617.0,Demonstrations,1348.0,36.3633,52.3677
Iran#2026-04-18#1348.0,2026-04-18,Middle East,Iran,Mazandaran,Strategic developments,Arrests,1,0,,Strategic developments,1348.0,36.3633,52.3677
Iran#2026-04-18#1349.0,2026-04-18,Middle East,Iran,North Khorasan,Protests,Peaceful protest,8,0,15410.0,Demonstrations,1349.0,37.4249,57.178
Iran#2026-04-25#1349.0,2026-04-25,Middle East,Iran,North Khorasan,Protests,Peaceful protest,5,0,15410.0,Demonstrations,1349.0,37.4249,57.178
Iran#2026-05-02#1349.0,2026-05-02,Middle East,Iran,North Khorasan,Protests,Peaceful protest,5,0,,Demonstrations,1349.0,37.4249,57.178
Iran#2026-04-18#1350.0,2026-04-18,Middle East,Iran,Qazvin,Protests,Peaceful protest,6,0,33218.0,Demonstrations,1350.0,36.1089,50.0386
Iran#2026-04-25#1350.0,2026-04-25,Middle East,Iran,Qazvin,Protests,Peaceful protest,5,0,33218.0,Demonstrations,1350.0,36.1089,50.0386
Iran#2026-05-02#1350.0,2026-05-02,Middle East,Iran,Qazvin,Protests,Peaceful protest,5,0,,Demonstrations,1350.0,36.1089,50.0386
Iran#2026-04-18#1351.0,2026-04-18,Middle East,Iran,Qom,Protests,Peaceful protest,5,0,43710.0,Demonstrations,1351.0,34.6674,51.002
Iran#2026-04-25#1351.0,2026-04-25,Middle East,Iran,Qom,Protests,Peaceful protest,5,0,43710.0,Demonstrations,1351.0,34.6674,51.002
Iran#2026-05-02#1351.0,2026-05-02,Middle East,Iran,Qom,Protests,Peaceful protest,5,0,,Demonstrations,1351.0,34.6674,51.002
Iran#2026-04-18#1351.0,2026-04-18,Middle East,Iran,Qom,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,1351.0,34.6674,51.002
Iran#2026-04-18#1351.0,2026-04-18,Middle East,Iran,Qom,Strategic developments,Other,1,0,,Strategic developments,1351.0,34.6674,51.002
Iran#2026-04-18#1352.0,2026-04-18,Middle East,Iran,Razavi Khorasan,Protests,Peaceful protest,8,0,60724.0,Demonstrations,1352.0,35.7792,59.0295
Iran#2026-04-25#1352.0,2026-04-25,Middle East,Iran,Razavi Khorasan,Protests,Peaceful protest,10,0,86129.0,Demonstrations,1352.0,35.7792,59.0295
Iran#2026-05-02#1352.0,2026-05-02,Middle East,Iran,Razavi Khorasan,Protests,Peaceful protest,11,0,37316.0,Demonstrations,1352.0,35.7792,59.0295
Iran#2026-04-18#1353.0,2026-04-18,Middle East,Iran,Semnan,Protests,Peaceful protest,8,0,17594.0,Demonstrations,1353.0,35.7868,54.9676
Iran#2026-04-25#1353.0,2026-04-25,Middle East,Iran,Semnan,Protests,Peaceful protest,13,0,36311.0,Demonstrations,1353.0,35.7868,54.9676
Iran#2026-05-02#1353.0,2026-05-02,Middle East,Iran,Semnan,Protests,Peaceful protest,7,0,36311.0,Demonstrations,1353.0,35.7868,54.9676
Iran#2026-04-18#1354.0,2026-04-18,Middle East,Iran,Sistan and Baluchestan,Battles,Armed clash,1,2,,Political violence,1354.0,28.2728,60.8613
Iran#2026-04-25#1354.0,2026-04-25,Middle East,Iran,Sistan and Baluchestan,Battles,Armed clash,3,5,538002.0,Political violence,1354.0,28.2728,60.8613
Iran#2026-05-02#1354.0,2026-05-02,Middle East,Iran,Sistan and Baluchestan,Explosions/Remote violence,Air/drone strike,1,0,,Political violence,1354.0,28.2728,60.8613
Iran#2026-05-02#1354.0,2026-05-02,Middle East,Iran,Sistan and Baluchestan,Explosions/Remote violence,Remote explosive/landmine/IED,1,2,,Political violence,1354.0,28.2728,60.8613
Iran#2026-04-18#1354.0,2026-04-18,Middle East,Iran,Sistan and Baluchestan,Protests,Peaceful protest,1,0,4245.0,Demonstrations,1354.0,28.2728,60.8613
Iran#2026-04-25#1354.0,2026-04-25,Middle East,Iran,Sistan and Baluchestan,Protests,Peaceful protest,2,0,28661.0,Demonstrations,1354.0,28.2728,60.8613
Iran#2026-05-02#1354.0,2026-05-02,Middle East,Iran,Sistan and Baluchestan,Protests,Peaceful protest,5,0,,Demonstrations,1354.0,28.2728,60.8613
Iran#2026-05-02#1354.0,2026-05-02,Middle East,Iran,Sistan and Baluchestan,Strategic developments,Disrupted weapons use,2,0,,Strategic developments,1354.0,28.2728,60.8613
Iran#2026-04-25#1354.0,2026-04-25,Middle East,Iran,Sistan and Baluchestan,Violence against civilians,Attack,1,1,538002.0,Political violence,1354.0,28.2728,60.8613
Iran#2026-04-18#1355.0,2026-04-18,Middle East,Iran,South Khorasan,Protests,Peaceful protest,2,0,11223.0,Demonstrations,1355.0,32.8019,58.24
Iran#2026-04-25#1355.0,2026-04-25,Middle East,Iran,South Khorasan,Protests,Peaceful protest,5,0,11223.0,Demonstrations,1355.0,32.8019,58.24
Iran#2026-05-02#1355.0,2026-05-02,Middle East,Iran,South Khorasan,Protests,Peaceful protest,4,0,,Demonstrations,1355.0,32.8019,58.24
Iran#2026-04-18#1356.0,2026-04-18,Middle East,Iran,Tehran,Protests,Peaceful protest,56,0,688316.0,Demonstrations,1356.0,35.5022,51.3269
Iran#2026-04-25#1356.0,2026-04-25,Middle East,Iran,Tehran,Protests,Peaceful protest,42,0,619659.0,Demonstrations,1356.0,35.5022,51.3269
Iran#2026-05-02#1356.0,2026-05-02,Middle East,Iran,Tehran,Protests,Peaceful protest,37,0,134491.0,Demonstrations,1356.0,35.5022,51.3269
Iran#2026-04-18#1356.0,2026-04-18,Middle East,Iran,Tehran,Strategic developments,Disrupted weapons use,2,0,,Strategic developments,1356.0,35.5022,51.3269
Iran#2026-04-25#1356.0,2026-04-25,Middle East,Iran,Tehran,Strategic developments,Disrupted weapons use,2,0,,Strategic developments,1356.0,35.5022,51.3269
Iran#2026-04-18#1356.0,2026-04-18,Middle East,Iran,Tehran,Strategic developments,Other,10,0,,Strategic developments,1356.0,35.5022,51.3269
Iran#2026-04-25#1356.0,2026-04-25,Middle East,Iran,Tehran,Strategic developments,Other,10,0,,Strategic developments,1356.0,35.5022,51.3269
Iran#2026-05-02#1356.0,2026-05-02,Middle East,Iran,Tehran,Strategic developments,Other,10,0,,Strategic developments,1356.0,35.5022,51.3269
Iran#2026-04-18#1357.0,2026-04-18,Middle East,Iran,West Azerbaijan,Protests,Peaceful protest,3,0,13323.0,Demonstrations,1357.0,37.8742,44.7003
Iran#2026-04-25#1357.0,2026-04-25,Middle East,Iran,West Azerbaijan,Protests,Peaceful protest,6,0,13323.0,Demonstrations,1357.0,37.8742,44.7003
Iran#2026-05-02#1357.0,2026-05-02,Middle East,Iran,West Azerbaijan,Protests,Peaceful protest,6,0,13323.0,Demonstrations,1357.0,37.8742,44.7003
Iran#2026-04-18#1357.0,2026-04-18,Middle East,Iran,West Azerbaijan,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,1357.0,37.8742,44.7003
Iran#2026-05-02#1357.0,2026-05-02,Middle East,Iran,West Azerbaijan,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,1357.0,37.8742,44.7003
Iran#2026-04-18#1358.0,2026-04-18,Middle East,Iran,Yazd,Protests,Peaceful protest,3,0,12409.0,Demonstrations,1358.0,31.4825,54.4162
Iran#2026-04-25#1358.0,2026-04-25,Middle East,Iran,Yazd,Protests,Peaceful protest,4,0,12409.0,Demonstrations,1358.0,31.4825,54.4162
Iran#2026-05-02#1358.0,2026-05-02,Middle East,Iran,Yazd,Protests,Peaceful protest,3,0,,Demonstrations,1358.0,31.4825,54.4162
Iran#2026-05-02#1358.0,2026-05-02,Middle East,Iran,Yazd,Strategic developments,Arrests,1,0,,Strategic developments,1358.0,31.4825,54.4162
Iran#2026-04-18#1358.0,2026-04-18,Middle East,Iran,Yazd,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,1358.0,31.4825,54.4162
Iran#2026-04-25#1358.0,2026-04-25,Middle East,Iran,Yazd,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,1358.0,31.4825,54.4162
Iran#2026-04-25#1359.0,2026-04-25,Middle East,Iran,Zanjan,Explosions/Remote violence,Remote explosive/landmine/IED,1,14,335682.0,Political violence,1359.0,36.4014,48.422
Iran#2026-04-18#1359.0,2026-04-18,Middle East,Iran,Zanjan,Protests,Peaceful protest,3,0,21312.0,Demonstrations,1359.0,36.4014,48.422
Iran#2026-04-25#1359.0,2026-04-25,Middle East,Iran,Zanjan,Protests,Peaceful protest,3,0,21312.0,Demonstrations,1359.0,36.4014,48.422
Iran#2026-05-02#1359.0,2026-05-02,Middle East,Iran,Zanjan,Protests,Peaceful protest,4,0,21312.0,Demonstrations,1359.0,36.4014,48.422
Iraq#2026-04-25#1360.0,2026-04-25,Middle East,Iraq,Al Anbar,Battles,Armed clash,2,1,19589.0,Political violence,1360.0,33.1774,41.3987
Iraq#2026-05-02#1360.0,2026-05-02,Middle East,Iraq,Al Anbar,Battles,Armed clash,2,4,,Political violence,1360.0,33.1774,41.3987
Iraq#2026-05-02#1360.0,2026-05-02,Middle East,Iraq,Al Anbar,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,,Political violence,1360.0,33.1774,41.3987
Iraq#2026-04-18#1360.0,2026-04-18,Middle East,Iraq,Al Anbar,Strategic developments,Arrests,1,0,,Strategic developments,1360.0,33.1774,41.3987
Iraq#2026-04-25#1360.0,2026-04-25,Middle East,Iraq,Al Anbar,Strategic developments,Arrests,3,0,,Strategic developments,1360.0,33.1774,41.3987
Iraq#2026-05-02#1360.0,2026-05-02,Middle East,Iraq,Al Anbar,Strategic developments,Arrests,3,0,,Strategic developments,1360.0,33.1774,41.3987
Iraq#2026-04-18#1360.0,2026-04-18,Middle East,Iraq,Al Anbar,Strategic developments,Change to group/activity,5,0,,Strategic developments,1360.0,33.1774,41.3987
Iraq#2026-04-25#1360.0,2026-04-25,Middle East,Iraq,Al Anbar,Strategic developments,Change to group/activity,2,0,,Strategic developments,1360.0,33.1774,41.3987
Iraq#2026-05-02#1360.0,2026-05-02,Middle East,Iraq,Al Anbar,Strategic developments,Change to group/activity,3,0,,Strategic developments,1360.0,33.1774,41.3987
Iraq#2026-04-18#1360.0,2026-04-18,Middle East,Iraq,Al Anbar,Strategic developments,Disrupted weapons use,2,0,,Strategic developments,1360.0,33.1774,41.3987
Iraq#2026-04-25#1360.0,2026-04-25,Middle East,Iraq,Al Anbar,Strategic developments,Disrupted weapons use,3,0,,Strategic developments,1360.0,33.1774,41.3987
Iraq#2026-05-02#1360.0,2026-05-02,Middle East,Iraq,Al Anbar,Strategic developments,Disrupted weapons use,6,0,,Strategic developments,1360.0,33.1774,41.3987
Iraq#2026-04-18#1360.0,2026-04-18,Middle East,Iraq,Al Anbar,Strategic developments,Looting/property destruction,3,0,,Strategic developments,1360.0,33.1774,41.3987
Iraq#2026-04-25#1360.0,2026-04-25,Middle East,Iraq,Al Anbar,Strategic developments,Looting/property destruction,4,0,,Strategic developments,1360.0,33.1774,41.3987
Iraq#2026-04-25#1360.0,2026-04-25,Middle East,Iraq,Al Anbar,Strategic developments,Other,3,0,,Strategic developments,1360.0,33.1774,41.3987
Iraq#2026-04-25#1361.0,2026-04-25,Middle East,Iraq,Al Basrah,Battles,Armed clash,1,0,,Political violence,1361.0,30.2047,47.5084
Iraq#2026-04-18#1361.0,2026-04-18,Middle East,Iraq,Al Basrah,Explosions/Remote violence,Air/drone strike,1,0,5399.0,Political violence,1361.0,30.2047,47.5084
Iraq#2026-04-18#1361.0,2026-04-18,Middle East,Iraq,Al Basrah,Explosions/Remote violence,Grenade,1,0,,Political violence,1361.0,30.2047,47.5084
Iraq#2026-04-18#1361.0,2026-04-18,Middle East,Iraq,Al Basrah,Protests,Peaceful protest,6,0,12938.0,Demonstrations,1361.0,30.2047,47.5084
Iraq#2026-04-25#1361.0,2026-04-25,Middle East,Iraq,Al Basrah,Protests,Peaceful protest,8,0,67992.0,Demonstrations,1361.0,30.2047,47.5084
Iraq#2026-05-02#1361.0,2026-05-02,Middle East,Iraq,Al Basrah,Protests,Peaceful protest,9,0,55054.0,Demonstrations,1361.0,30.2047,47.5084
Iraq#2026-05-02#1361.0,2026-05-02,Middle East,Iraq,Al Basrah,Riots,Violent demonstration,1,0,,Demonstrations,1361.0,30.2047,47.5084
Iraq#2026-04-25#1361.0,2026-04-25,Middle East,Iraq,Al Basrah,Strategic developments,Arrests,2,0,,Strategic developments,1361.0,30.2047,47.5084
Iraq#2026-04-18#1361.0,2026-04-18,Middle East,Iraq,Al Basrah,Strategic developments,Disrupted weapons use,2,0,,Strategic developments,1361.0,30.2047,47.5084
Iraq#2026-05-02#1361.0,2026-05-02,Middle East,Iraq,Al Basrah,Violence against civilians,Attack,1,0,,Political violence,1361.0,30.2047,47.5084
Iraq#2026-04-18#1362.0,2026-04-18,Middle East,Iraq,Al Muthanna,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,,Political violence,1362.0,30.4107,45.3606
Iraq#2026-04-18#1362.0,2026-04-18,Middle East,Iraq,Al Muthanna,Protests,Peaceful protest,3,0,32741.0,Demonstrations,1362.0,30.4107,45.3606
Iraq#2026-04-25#1362.0,2026-04-25,Middle East,Iraq,Al Muthanna,Protests,Peaceful protest,6,0,32741.0,Demonstrations,1362.0,30.4107,45.3606
Iraq#2026-05-02#1362.0,2026-05-02,Middle East,Iraq,Al Muthanna,Protests,Peaceful protest,2,0,,Demonstrations,1362.0,30.4107,45.3606
Iraq#2026-04-18#1362.0,2026-04-18,Middle East,Iraq,Al Muthanna,Strategic developments,Disrupted weapons use,2,0,,Strategic developments,1362.0,30.4107,45.3606
Iraq#2026-04-25#1362.0,2026-04-25,Middle East,Iraq,Al Muthanna,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,1362.0,30.4107,45.3606
Iraq#2026-05-02#1362.0,2026-05-02,Middle East,Iraq,Al Muthanna,Violence against civilians,Attack,1,0,,Political violence,1362.0,30.4107,45.3606
Iraq#2026-04-25#1364.0,2026-04-25,Middle East,Iraq,Al Qadissiya,Protests,Peaceful protest,3,0,,Demonstrations,1364.0,31.8451,45.1666
Iraq#2026-05-02#1364.0,2026-05-02,Middle East,Iraq,Al Qadissiya,Protests,Peaceful protest,1,0,,Demonstrations,1364.0,31.8451,45.1666
Iraq#2026-05-02#1364.0,2026-05-02,Middle East,Iraq,Al Qadissiya,Strategic developments,Arrests,1,0,,Strategic developments,1364.0,31.8451,45.1666
Iraq#2026-05-02#1365.0,2026-05-02,Middle East,Iraq,Al Sulaymaniyah,Explosions/Remote violence,Air/drone strike,1,0,,Political violence,1365.0,35.5263,45.379
Iraq#2026-04-18#1365.0,2026-04-18,Middle East,Iraq,Al Sulaymaniyah,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,,Political violence,1365.0,35.5263,45.379
Iraq#2026-04-25#1365.0,2026-04-25,Middle East,Iraq,Al Sulaymaniyah,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,,Political violence,1365.0,35.5263,45.379
Iraq#2026-04-18#1365.0,2026-04-18,Middle East,Iraq,Al Sulaymaniyah,Protests,Peaceful protest,4,0,37486.0,Demonstrations,1365.0,35.5263,45.379
Iraq#2026-04-25#1365.0,2026-04-25,Middle East,Iraq,Al Sulaymaniyah,Protests,Peaceful protest,5,0,37486.0,Demonstrations,1365.0,35.5263,45.379
Iraq#2026-05-02#1365.0,2026-05-02,Middle East,Iraq,Al Sulaymaniyah,Protests,Peaceful protest,1,0,,Demonstrations,1365.0,35.5263,45.379
Iraq#2026-04-18#1365.0,2026-04-18,Middle East,Iraq,Al Sulaymaniyah,Riots,Violent demonstration,1,0,,Demonstrations,1365.0,35.5263,45.379
Iraq#2026-04-18#1365.0,2026-04-18,Middle East,Iraq,Al Sulaymaniyah,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,1365.0,35.5263,45.379
Iraq#2026-04-18#1365.0,2026-04-18,Middle East,Iraq,Al Sulaymaniyah,Strategic developments,Other,1,0,,Strategic developments,1365.0,35.5263,45.379
Iraq#2026-04-25#1366.0,2026-04-25,Middle East,Iraq,Babil,Explosions/Remote violence,Remote explosive/landmine/IED,1,2,,Political violence,1366.0,32.5765,44.6371
Iraq#2026-04-18#1366.0,2026-04-18,Middle East,Iraq,Babil,Protests,Peaceful protest,1,0,,Demonstrations,1366.0,32.5765,44.6371
Iraq#2026-04-25#1366.0,2026-04-25,Middle East,Iraq,Babil,Protests,Peaceful protest,2,0,28253.0,Demonstrations,1366.0,32.5765,44.6371
Iraq#2026-04-25#1366.0,2026-04-25,Middle East,Iraq,Babil,Strategic developments,Arrests,3,0,,Strategic developments,1366.0,32.5765,44.6371
Iraq#2026-04-18#1366.0,2026-04-18,Middle East,Iraq,Babil,Violence against civilians,Attack,3,2,,Political violence,1366.0,32.5765,44.6371
Iraq#2026-04-25#1366.0,2026-04-25,Middle East,Iraq,Babil,Violence against civilians,Attack,1,0,,Political violence,1366.0,32.5765,44.6371
Iraq#2026-04-25#1367.0,2026-04-25,Middle East,Iraq,Baghdad,Explosions/Remote violence,Air/drone strike,1,0,48380.0,Political violence,1367.0,33.278,44.3783
Iraq#2026-05-02#1367.0,2026-05-02,Middle East,Iraq,Baghdad,Protests,Excessive force against protesters,1,0,,Political violence; Demonstrations,1367.0,33.278,44.3783
Iraq#2026-04-18#1367.0,2026-04-18,Middle East,Iraq,Baghdad,Protests,Peaceful protest,2,0,13040.0,Demonstrations,1367.0,33.278,44.3783
Iraq#2026-04-25#1367.0,2026-04-25,Middle East,Iraq,Baghdad,Protests,Peaceful protest,4,0,39975.0,Demonstrations,1367.0,33.278,44.3783
Iraq#2026-05-02#1367.0,2026-05-02,Middle East,Iraq,Baghdad,Protests,Peaceful protest,2,0,10894.0,Demonstrations,1367.0,33.278,44.3783
Iraq#2026-04-18#1367.0,2026-04-18,Middle East,Iraq,Baghdad,Protests,Protest with intervention,1,0,10894.0,Demonstrations,1367.0,33.278,44.3783
Iraq#2026-05-02#1367.0,2026-05-02,Middle East,Iraq,Baghdad,Riots,Mob violence,1,0,,Political violence,1367.0,33.278,44.3783
Iraq#2026-04-25#1367.0,2026-04-25,Middle East,Iraq,Baghdad,Strategic developments,Arrests,1,0,,Strategic developments,1367.0,33.278,44.3783
Iraq#2026-05-02#1367.0,2026-05-02,Middle East,Iraq,Baghdad,Strategic developments,Arrests,1,0,,Strategic developments,1367.0,33.278,44.3783
Iraq#2026-04-25#1367.0,2026-04-25,Middle East,Iraq,Baghdad,Strategic developments,Disrupted weapons use,3,0,,Strategic developments,1367.0,33.278,44.3783
Iraq#2026-05-02#1367.0,2026-05-02,Middle East,Iraq,Baghdad,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,1367.0,33.278,44.3783
Iraq#2026-04-25#1367.0,2026-04-25,Middle East,Iraq,Baghdad,Strategic developments,Other,1,0,,Strategic developments,1367.0,33.278,44.3783
Iraq#2026-04-25#1367.0,2026-04-25,Middle East,Iraq,Baghdad,Violence against civilians,Attack,1,0,30953.0,Political violence,1367.0,33.278,44.3783
Iraq#2026-04-18#1368.0,2026-04-18,Middle East,Iraq,Diyala,Battles,Armed clash,1,1,,Political violence,1368.0,34.0711,44.8903
Iraq#2026-04-18#1368.0,2026-04-18,Middle East,Iraq,Diyala,Protests,Peaceful protest,1,0,,Demonstrations,1368.0,34.0711,44.8903
Iraq#2026-04-18#1368.0,2026-04-18,Middle East,Iraq,Diyala,Strategic developments,Arrests,1,0,,Strategic developments,1368.0,34.0711,44.8903
Iraq#2026-05-02#1368.0,2026-05-02,Middle East,Iraq,Diyala,Violence against civilians,Attack,1,0,,Political violence,1368.0,34.0711,44.8903
Iraq#2026-04-18#1369.0,2026-04-18,Middle East,Iraq,Duhok,Protests,Peaceful protest,1,0,22617.0,Demonstrations,1369.0,37.0446,43.1386
Iraq#2026-04-18#1370.0,2026-04-18,Middle East,Iraq,Erbil,Explosions/Remote violence,Air/drone strike,5,0,511453.0,Political violence,1370.0,36.3791,44.2104
Iraq#2026-04-25#1370.0,2026-04-25,Middle East,Iraq,Erbil,Explosions/Remote violence,Air/drone strike,2,0,2410.0,Political violence,1370.0,36.3791,44.2104
Iraq#2026-05-02#1370.0,2026-05-02,Middle East,Iraq,Erbil,Explosions/Remote violence,Air/drone strike,6,0,,Political violence,1370.0,36.3791,44.2104
Iraq#2026-05-02#1370.0,2026-05-02,Middle East,Iraq,Erbil,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,,Political violence,1370.0,36.3791,44.2104
Iraq#2026-04-18#1370.0,2026-04-18,Middle East,Iraq,Erbil,Protests,Peaceful protest,2,0,33723.0,Demonstrations,1370.0,36.3791,44.2104
Iraq#2026-05-02#1370.0,2026-05-02,Middle East,Iraq,Erbil,Protests,Peaceful protest,2,0,,Demonstrations,1370.0,36.3791,44.2104
Iraq#2026-05-02#1370.0,2026-05-02,Middle East,Iraq,Erbil,Strategic developments,Arrests,1,0,,Strategic developments,1370.0,36.3791,44.2104
Iraq#2026-04-18#1370.0,2026-04-18,Middle East,Iraq,Erbil,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,1370.0,36.3791,44.2104
Iraq#2026-04-25#1370.0,2026-04-25,Middle East,Iraq,Erbil,Strategic developments,Disrupted weapons use,2,0,,Strategic developments,1370.0,36.3791,44.2104
Iraq#2026-05-02#1370.0,2026-05-02,Middle East,Iraq,Erbil,Strategic developments,Disrupted weapons use,5,0,,Strategic developments,1370.0,36.3791,44.2104
Iraq#2026-04-18#1370.0,2026-04-18,Middle East,Iraq,Erbil,Strategic developments,Looting/property destruction,1,0,,Strategic developments,1370.0,36.3791,44.2104
Iraq#2026-04-18#1370.0,2026-04-18,Middle East,Iraq,Erbil,Strategic developments,Other,2,0,,Strategic developments,1370.0,36.3791,44.2104
Iraq#2026-04-18#1371.0,2026-04-18,Middle East,Iraq,Kerbala,Battles,Armed clash,2,1,,Political violence,1371.0,32.49,43.8069
Iraq#2026-04-25#1371.0,2026-04-25,Middle East,Iraq,Kerbala,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,26134.0,Political violence,1371.0,32.49,43.8069
Iraq#2026-05-02#1371.0,2026-05-02,Middle East,Iraq,Kerbala,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,498734.0,Political violence,1371.0,32.49,43.8069
Iraq#2026-04-18#1371.0,2026-04-18,Middle East,Iraq,Kerbala,Protests,Peaceful protest,1,0,,Demonstrations,1371.0,32.49,43.8069
Iraq#2026-04-25#1371.0,2026-04-25,Middle East,Iraq,Kerbala,Protests,Peaceful protest,3,0,38449.0,Demonstrations,1371.0,32.49,43.8069
Iraq#2026-04-18#1371.0,2026-04-18,Middle East,Iraq,Kerbala,Strategic developments,Other,1,0,,Strategic developments,1371.0,32.49,43.8069
Iraq#2026-05-02#1372.0,2026-05-02,Middle East,Iraq,Kirkuk,Explosions/Remote violence,Air/drone strike,1,2,,Political violence,1372.0,35.2858,44.0603
Iraq#2026-04-18#1372.0,2026-04-18,Middle East,Iraq,Kirkuk,Protests,Peaceful protest,2,0,,Demonstrations,1372.0,35.2858,44.0603
Iraq#2026-04-25#1372.0,2026-04-25,Middle East,Iraq,Kirkuk,Protests,Peaceful protest,3,0,1664.0,Demonstrations,1372.0,35.2858,44.0603
Iraq#2026-05-02#1372.0,2026-05-02,Middle East,Iraq,Kirkuk,Protests,Peaceful protest,1,0,1664.0,Demonstrations,1372.0,35.2858,44.0603
Iraq#2026-04-18#1372.0,2026-04-18,Middle East,Iraq,Kirkuk,Riots,Mob violence,1,0,,Political violence,1372.0,35.2858,44.0603
Iraq#2026-04-18#1372.0,2026-04-18,Middle East,Iraq,Kirkuk,Riots,Violent demonstration,1,0,,Demonstrations,1372.0,35.2858,44.0603
Iraq#2026-04-25#1372.0,2026-04-25,Middle East,Iraq,Kirkuk,Riots,Violent demonstration,1,0,,Demonstrations,1372.0,35.2858,44.0603
Iraq#2026-04-18#1372.0,2026-04-18,Middle East,Iraq,Kirkuk,Strategic developments,Arrests,1,0,,Strategic developments,1372.0,35.2858,44.0603
Iraq#2026-05-02#1372.0,2026-05-02,Middle East,Iraq,Kirkuk,Strategic developments,Arrests,1,0,,Strategic developments,1372.0,35.2858,44.0603
Iraq#2026-04-25#1372.0,2026-04-25,Middle East,Iraq,Kirkuk,Violence against civilians,Attack,1,1,,Political violence,1372.0,35.2858,44.0603
Iraq#2026-04-18#1373.0,2026-04-18,Middle East,Iraq,Maysan,Battles,Armed clash,2,0,,Political violence,1373.0,31.999,47.135
Iraq#2026-05-02#1373.0,2026-05-02,Middle East,Iraq,Maysan,Battles,Armed clash,1,0,334061.0,Political violence,1373.0,31.999,47.135
Iraq#2026-04-18#1373.0,2026-04-18,Middle East,Iraq,Maysan,Protests,Peaceful protest,1,0,,Demonstrations,1373.0,31.999,47.135
Iraq#2026-04-25#1373.0,2026-04-25,Middle East,Iraq,Maysan,Protests,Peaceful protest,3,0,28317.0,Demonstrations,1373.0,31.999,47.135
Iraq#2026-04-25#1374.0,2026-04-25,Middle East,Iraq,Ninewa,Battles,Armed clash,1,3,15886.0,Political violence,1374.0,35.9879,42.3496
Iraq#2026-05-02#1374.0,2026-05-02,Middle East,Iraq,Ninewa,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,,Political violence,1374.0,35.9879,42.3496
